,parcode,trial,fix_item,fix_time
151,1,30,0,266.0
152,1,30,1,1036.0
153,1,30,2,804.0
154,1,30,1,1572.0
155,1,30,2,477.5020000000004
156,1,31,0,269.0
157,1,31,1,1078.0
158,1,31,2,790.0
159,1,31,1,413.9389999999999
160,1,32,0,75.0
161,1,32,1,2346.0
162,1,32,2,820.0
163,1,32,1,2036.0
164,1,32,2,537.5509999999995
165,1,33,0,116.0
166,1,33,1,512.0
167,1,33,2,800.2879999999997
168,1,34,0,216.0
169,1,34,1,580.0
170,1,34,2,524.0
171,1,34,1,423.991
172,1,35,0,52.0
173,1,35,1,540.0
174,1,35,2,570.0
175,1,35,1,694.0
176,1,35,2,473.64399999999983
177,1,36,0,328.0
178,1,36,1,746.0
179,1,36,2,756.0
180,1,36,1,1170.0
181,1,36,2,381.75
182,1,37,0,274.0
183,1,37,1,980.0
184,1,37,2,602.0
185,1,37,1,353.99299999999994
186,1,38,0,171.0
187,1,38,1,772.0
188,1,38,2,674.0
189,1,38,1,844.0
190,1,38,2,1141.313
191,1,39,0,191.0
192,1,39,1,1144.0
193,1,39,2,816.0
194,1,39,1,355.09900000000016
195,1,40,0,269.0
196,1,40,1,1738.0
197,1,40,2,1512.0
198,1,40,0,426.0
199,1,40,1,1456.0
200,1,40,2,1306.0
201,1,40,1,730.0
202,1,40,2,527.3009999999995
203,1,41,0,159.0
204,1,41,1,472.0
205,1,41,2,560.0
206,1,41,1,552.8239999999998
207,1,42,3,13.0
208,1,42,1,758.0
209,1,42,2,634.0
210,1,42,1,717.3339999999997
211,1,43,3,41.0
212,1,43,1,990.0
213,1,43,2,784.0
214,1,43,1,703.0110000000001
215,1,44,0,72.0
216,1,44,1,696.0
217,1,44,2,882.0
218,1,44,1,551.4749999999998
219,1,45,0,180.0
220,1,45,1,606.0
221,1,45,2,766.0
222,1,45,1,579.4780000000002
223,1,46,0,166.0
224,1,46,1,844.0
225,1,46,2,608.0
226,1,46,1,399.42900000000014
227,1,47,0,126.0
228,1,47,1,642.0
229,1,47,2,722.0
230,1,47,1,692.0
231,1,47,2,1059.381
232,1,48,3,26.0
233,1,48,1,1312.0
234,1,48,2,708.0
235,1,48,1,482.386
236,1,49,0,132.0
237,1,49,1,688.0
238,1,49,2,859.8729999999997
239,1,50,0,175.0
240,1,50,1,490.0
241,1,50,2,484.0
242,1,50,1,364.221
243,1,51,0,253.0
244,1,51,1,562.0
245,1,51,2,732.0
246,1,51,1,706.0
247,1,51,2,1106.4070000000004
248,1,52,0,216.0
249,1,52,1,552.0
250,1,52,2,594.0
251,1,52,1,716.0
252,1,52,2,978.0
253,1,52,1,759.203
254,1,53,0,240.0
255,1,53,1,778.0
256,1,53,2,900.0
257,1,53,1,870.0
258,1,53,2,1602.0
259,1,53,1,359.63299999999987
260,1,54,0,176.0
261,1,54,1,602.0
262,1,54,2,868.0
263,1,54,1,744.0
264,1,54,2,623.6240000000003
265,1,55,0,228.0
266,1,55,1,1026.0
267,1,55,2,956.0
268,1,55,1,928.0
269,1,55,2,557.8470000000002
270,1,56,0,38.0
271,1,56,1,654.0
272,1,56,2,596.0
273,1,56,1,530.684
274,1,57,0,35.0
275,1,57,1,1662.0
276,1,57,2,702.0
277,1,57,1,641.837
278,1,58,0,63.0
279,1,58,1,1718.0
280,1,58,0,350.0
281,1,58,2,646.0
282,1,58,1,379.80700000000013
283,1,59,0,202.0
284,1,59,1,2012.0
285,1,59,2,816.0
286,1,59,1,1892.0
287,1,59,2,1004.643
289,1,60,1,823.0
290,1,60,2,1970.0
291,1,60,1,806.0
292,1,60,2,562.0990000000002
293,1,61,0,30.0
294,1,61,1,608.0
295,1,61,2,940.0
296,1,61,1,755.893
297,1,62,0,254.0
298,1,62,1,280.0
299,1,62,2,720.0
300,1,62,1,654.0
301,1,62,2,454.993
302,1,63,0,154.0
303,1,63,1,834.0
304,1,63,2,717.0880000000001
305,1,64,3,13.0
306,1,64,1,410.0
307,1,64,2,642.0
308,1,64,1,655.385
309,1,65,0,225.0
310,1,65,1,550.0
311,1,65,2,662.0
312,1,65,1,291.2179999999998
313,1,66,3,13.0
314,1,66,1,518.0
315,1,66,2,612.0
316,1,66,1,802.0
317,1,66,2,553.3480000000001
318,1,67,0,149.0
319,1,67,1,520.0
320,1,67,2,552.0
321,1,67,1,784.0
322,1,67,2,1235.4590000000005
323,1,68,0,179.0
324,1,68,1,716.0
325,1,68,2,702.0
326,1,68,1,654.0
327,1,68,2,514.9699999999998
328,1,69,0,185.0
